ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
A,8867,-0.003,4.181,-0.278,0.227,0.027,-0.04,0.229,0.135,0.699,-2.13,-0.275,0.23,0.03,-0.037,0.232,0.138,0.703,0
AA,8867,0.222,8.01,0.683,0.877,0.147,0.334,-0.036,1.66,-1.881,-4.546,0.461,0.654,-0.075,0.111,-0.258,1.438,-2.104,2
AAL,8867,-0.122,6.623,-0.277,-0.088,0.427,0.081,0.375,1.603,0.506,-7.058,-0.155,0.034,0.549,0.203,0.497,1.725,0.628,2
AAOI,5723,0.331,17.681,1.462,-0.842,1.215,0.76,1.22,-0.937,0.016,3.381,1.131,-1.172,0.884,0.43,0.889,-1.268,-0.314,3
AAON,8380,0.367,6.982,0.0,0.671,0.498,0.316,0.31,0.016,0.144,-2.985,-0.367,0.304,0.131,-0.051,-0.057,-0.351,-0.223,2
AAP,8867,0.079,7.228,-0.048,0.432,0.494,0.144,0.481,-0.152,-0.187,-3.091,-0.127,0.353,0.415,0.065,0.402,-0.231,-0.266,2
AAPL,8867,0.495,3.89,0.472,0.401,0.754,0.391,0.114,0.856,0.412,-0.108,-0.023,-0.094,0.259,-0.104,-0.381,0.361,-0.082,0
AAT,6219,-0.076,4.521,0.11,0.063,-0.047,-0.051,0.116,0.097,0.418,-0.877,0.186,0.14,0.029,0.025,0.192,0.174,0.495,0
AB,8500,-0.042,3.901,0.608,0.057,-0.202,-0.384,0.594,-0.507,0.182,-0.474,0.65,0.099,-0.16,-0.342,0.636,-0.465,0.224,0
ABBV,8867,0.455,3.444,0.473,0.46,0.574,0.283,0.351,0.103,0.232,-1.166,0.018,0.005,0.118,-0.173,-0.104,-0.353,-0.223,0
ABCB,8553,0.211,4.529,0.442,0.422,-0.041,0.039,0.355,-0.648,-0.124,-0.242,0.231,0.211,-0.252,-0.172,0.144,-0.859,-0.335,0
ABCL,4730,-1.068,9.595,-3.304,-0.564,-0.921,-1.068,-2.567,0.0,-0.061,-6.801,-2.237,0.503,0.146,0.0,-1.5,1.068,1.006,2
ABG,8815,0.047,5.291,0.515,0.334,-0.138,-0.4,0.742,0.256,0.716,-2.636,0.467,0.286,-0.186,-0.447,0.695,0.209,0.669,0
ABM,8667,0.517,4.262,0.939,0.661,0.56,0.242,0.668,0.303,0.832,-2.532,0.422,0.144,0.043,-0.275,0.151,-0.214,0.315,0
ABNB,8867,0.438,5.912,0.673,0.544,0.241,0.639,1.171,0.501,1.156,-1.591,0.235,0.106,-0.197,0.201,0.733,0.063,0.718,0
ABR,8830,0.0,5.236,0.491,0.406,-0.488,-0.272,0.682,-0.429,0.66,0.126,0.491,0.406,-0.488,-0.272,0.682,-0.429,0.66,0
ABT,8867,0.021,3.214,0.027,0.082,0.238,0.039,-0.154,-0.357,0.58,-1.259,0.006,0.061,0.217,0.018,-0.175,-0.378,0.559,0
ACA,8194,0.266,4.959,0.978,0.428,0.209,-0.097,0.79,0.18,0.465,-2.494,0.712,0.162,-0.057,-0.363,0.524,-0.087,0.199,0
ACAD,8859,-0.12,7.01,-0.295,0.365,-0.564,-0.192,-0.207,-0.449,-1.716,-1.157,-0.175,0.485,-0.444,-0.072,-0.087,-0.329,-1.596,0
ACB,4599,-2.611,12.265,-2.658,-2.177,-1.569,-1.882,-2.326,-3.103,-4.602,-4.205,-0.047,0.434,1.043,0.73,0.286,-0.491,-1.99,3
ACDC,4288,-0.604,10.992,-0.266,-0.16,-0.531,-0.21,0.259,0.297,3.465,-1.171,0.338,0.444,0.073,0.394,0.863,0.901,4.068,0
ACGL,8867,0.434,3.204,0.992,0.488,0.562,0.295,0.904,0.345,0.02,-1.124,0.558,0.054,0.128,-0.139,0.47,-0.089,-0.415,0
ACHC,8867,0.04,6.889,0.119,0.184,0.17,-0.502,-0.199,-0.012,-0.129,-2.604,0.08,0.144,0.13,-0.541,-0.239,-0.052,-0.169,0
ACHR,4211,-0.825,11.647,-1.43,0.127,-0.197,-0.744,-0.212,-2.007,0.645,-5.925,-0.605,0.952,0.628,0.081,0.614,-1.182,1.47,2
ACI,8867,-0.098,4.703,-0.093,0.058,0.175,-0.239,0.0,-0.111,-0.761,-1.704,0.005,0.156,0.274,-0.141,0.098,-0.013,-0.663,0
ACIW,8746,0.153,4.903,1.021,0.146,0.198,0.511,0.319,0.143,0.129,-0.81,0.868,-0.007,0.045,0.358,0.166,-0.009,-0.024,0
ACLS,8811,0.296,7.786,0.125,0.397,0.341,0.131,0.528,0.572,0.336,-9.799,-0.172,0.101,0.045,-0.165,0.232,0.276,0.04,2
ACM,8867,0.268,3.637,0.44,0.397,0.208,0.193,0.227,0.155,-0.056,-1.048,0.172,0.129,-0.06,-0.075,-0.041,-0.113,-0.324,0
ACMR,8493,0.915,11.471,2.349,0.738,-0.231,0.719,1.606,0.209,0.467,-2.164,1.434,-0.177,-1.145,-0.196,0.691,-0.706,-0.448,1
ACN,8867,0.149,4.447,0.029,-0.378,0.247,0.364,-0.306,0.51,0.791,-1.376,-0.12,-0.526,0.098,0.216,-0.454,0.361,0.642,0
ACT,5735,0.527,4.127,1.317,0.629,0.143,0.493,1.208,0.277,0.18,-2.99,0.79,0.102,-0.384,-0.034,0.681,-0.249,-0.346,0
ACVA,8505,-0.159,8.345,0.529,-0.061,0.142,-0.111,-0.131,-1.031,0.606,-0.501,0.688,0.098,0.301,0.048,0.027,-0.872,0.765,0
ADBE,8867,-0.092,5.297,0.518,-0.292,0.117,-0.104,-0.159,0.552,0.673,-4.628,0.61,-0.199,0.21,-0.012,-0.066,0.645,0.766,0
ADC,8867,0.053,2.51,0.206,0.082,-0.141,-0.11,0.427,-0.047,-0.343,-0.84,0.153,0.028,-0.195,-0.163,0.373,-0.101,-0.397,0
ADEA,4472,1.29,8.694,0.839,0.717,1.477,0.574,0.231,2.141,0.991,-4.254,-0.451,-0.573,0.187,-0.716,-1.058,0.851,-0.299,2
ADI,8867,0.283,4.325,0.618,0.644,-0.056,0.155,0.921,0.079,0.085,0.011,0.336,0.362,-0.339,-0.128,0.638,-0.204,-0.197,0
ADM,8867,0.224,3.957,0.77,0.228,-0.219,-0.211,0.623,0.278,0.055,-0.174,0.545,0.004,-0.444,-0.435,0.399,0.053,-0.169,0
ADMA,4393,0.583,9.059,0.348,0.377,0.347,0.675,0.125,1.279,-1.344,-1.563,-0.234,-0.206,-0.236,0.092,-0.457,0.697,-1.926,2
ADNT,8866,-0.154,6.752,0.978,0.17,-0.078,-0.577,0.449,-0.353,0.791,-6.798,1.132,0.324,0.076,-0.424,0.602,-0.199,0.944,1
ADP,8867,0.213,3.061,-0.251,0.182,0.424,0.051,0.082,0.43,0.464,-2.674,-0.465,-0.031,0.211,-0.162,-0.131,0.217,0.251,0
ADPT,6750,0.0,10.255,-0.978,1.233,0.073,-0.559,-0.784,0.0,2.729,-2.52,-0.978,1.233,0.073,-0.559,-0.784,0.0,2.729,2
ADSK,8867,0.115,5.016,0.581,0.118,0.052,0.127,0.104,0.196,0.159,-3.488,0.466,0.003,-0.063,0.012,-0.011,0.081,0.045,0
ADT,8826,0.123,4.737,0.69,0.611,0.0,-0.25,0.495,0.0,0.125,-4.551,0.567,0.488,-0.123,-0.373,0.372,-0.123,0.002,0
ADTN,6818,-0.17,8.452,-1.504,0.294,-0.529,-0.633,-0.763,-0.798,-0.558,-4.112,-1.334,0.464,-0.359,-0.463,-0.593,-0.628,-0.388,2
ADUS,7165,0.157,5.125,0.33,-0.018,0.098,0.023,0.131,0.833,0.997,-1.388,0.173,-0.175,-0.058,-0.134,-0.025,0.677,0.84,0
AEE,8867,0.258,2.675,0.513,0.445,0.496,0.202,0.491,0.479,0.542,-0.036,0.256,0.188,0.239,-0.056,0.234,0.222,0.285,0
AEG,5632,0.637,3.69,0.817,0.644,0.8,0.46,0.395,0.58,0.738,-0.755,0.18,0.007,0.163,-0.177,-0.242,-0.057,0.101,0
AEHR,8245,0.392,15.143,1.14,0.222,-0.857,0.76,2.157,-0.46,2.185,-5.955,0.748,-0.171,-1.249,0.368,1.764,-0.852,1.793,1
AEIS,8634,0.517,5.851,0.752,1.078,0.567,0.516,1.107,0.489,-0.398,-2.447,0.235,0.561,0.05,-0.001,0.59,-0.028,-0.915,0
AEM,8867,0.423,5.402,0.799,0.025,1.118,0.545,0.072,0.491,0.893,-3.931,0.377,-0.397,0.695,0.123,-0.35,0.068,0.47,2
AEO,8867,-0.164,7.04,-0.207,-0.35,-0.384,0.185,-0.075,0.094,-0.791,-4.818,-0.044,-0.186,-0.22,0.349,0.089,0.258,-0.628,2
AEP,8867,0.335,2.806,0.074,0.454,0.384,0.38,0.153,0.661,0.943,-0.675,-0.261,0.119,0.049,0.045,-0.182,0.326,0.608,0
AER,8867,0.62,4.393,0.444,0.674,0.516,0.528,0.654,0.695,0.878,-1.433,-0.177,0.053,-0.104,-0.093,0.034,0.074,0.258,0
AES,8867,0.0,5.255,-0.136,-0.433,-0.261,0.307,-0.231,0.697,0.516,-2.537,-0.136,-0.433,-0.261,0.307,-0.231,0.697,0.516,0
AESI,5623,0.4,7.318,0.294,0.517,0.413,0.496,0.444,0.568,0.982,-1.092,-0.106,0.117,0.013,0.096,0.044,0.168,0.582,0
AEVA,4279,-1.063,16.418,-4.571,-0.998,-1.252,0.548,-3.792,-3.025,-5.141,-7.382,-3.508,0.065,-0.189,1.611,-2.729,-1.962,-4.078,3
AFG,8863,0.336,3.055,0.906,0.659,0.409,0.26,0.575,0.241,0.664,-0.184,0.57,0.323,0.073,-0.077,0.239,-0.095,0.328,0
AFL,8867,0.472,2.892,0.772,0.506,0.475,0.328,0.625,0.297,1.028,-0.118,0.3,0.034,0.003,-0.144,0.153,-0.175,0.556,0
AFRM,8867,0.103,13.234,0.069,0.207,1.127,0.461,-0.642,-0.623,-3.47,-3.141,-0.034,0.104,1.024,0.358,-0.745,-0.726,-3.573,2
AG,8478,-0.455,8.949,0.477,-0.955,-0.804,0.161,-1.306,0.819,0.146,-3.039,0.932,-0.5,-0.348,0.617,-0.851,1.274,0.601,3
AGCO,8867,0.068,4.847,0.596,0.288,0.215,-0.109,0.208,0.258,0.337,-1.957,0.528,0.22,0.146,-0.177,0.14,0.19,0.269,0
AGI,8867,0.548,5.795,0.962,0.515,0.723,0.528,0.273,0.87,0.905,-4.584,0.413,-0.033,0.174,-0.021,-0.276,0.322,0.356,0
AGIO,8627,-0.178,8.295,0.473,0.0,-0.323,-0.576,-0.107,-0.935,2.361,-0.271,0.651,0.178,-0.144,-0.397,0.071,-0.756,2.539,0
AGL,8431,-0.601,14.332,-2.449,-0.928,-0.806,-0.411,-1.624,-0.584,0.896,-7.868,-1.848,-0.326,-0.204,0.191,-1.022,0.018,1.497,3
AGM,4892,0.769,5.817,-0.251,0.578,0.796,0.835,0.043,1.096,1.363,-0.348,-1.02,-0.191,0.027,0.066,-0.726,0.327,0.594,2
AGNC,8867,0.0,3.822,0.205,0.0,0.204,0.0,0.217,-0.147,0.371,-3.791,0.205,0.0,0.204,0.0,0.217,-0.147,0.371,0
AGO,8817,0.418,3.607,0.305,0.393,0.233,0.233,0.439,0.553,0.045,-3.255,-0.112,-0.025,-0.185,-0.185,0.021,0.135,-0.373,0
AGRO,6509,0.0,7.014,-0.328,-0.162,0.431,0.748,-0.534,-0.899,0.075,-1.382,-0.328,-0.162,0.431,0.748,-0.534,-0.899,0.075,2
AGX,5156,1.855,8.352,2.11,2.341,1.742,0.558,1.714,1.038,0.72,3.955,0.255,0.486,-0.113,-1.297,-0.141,-0.817,-1.135,0
AGYS,6799,-0.046,7.395,1.156,0.29,-0.431,-0.371,0.802,0.248,-0.519,-3.407,1.202,0.335,-0.385,-0.326,0.847,0.294,-0.474,1
AHCO,8408,-0.211,8.092,-1.17,0.292,-0.389,-0.221,-0.039,0.946,-0.744,-7.395,-0.959,0.503,-0.178,-0.01,0.172,1.157,-0.533,2
AHR,4198,1.186,3.846,1.471,1.452,1.013,1.274,2.046,1.012,0.075,0.385,0.285,0.266,-0.173,0.088,0.86,-0.174,-1.111,0
AI,8867,-1.293,10.594,-0.33,-1.008,-1.271,-1.051,-0.944,-1.13,-3.13,-0.644,0.963,0.285,0.022,0.242,0.349,0.163,-1.837,1
AIG,8867,0.449,3.511,0.652,0.738,0.352,0.416,0.607,0.653,0.524,-0.279,0.203,0.288,-0.097,-0.033,0.158,0.203,0.074,0
AIN,7622,0.124,4.881,0.657,0.298,0.088,0.153,0.318,0.235,0.329,-2.077,0.533,0.174,-0.036,0.029,0.194,0.111,0.205,0
AIR,8121,0.83,5.161,0.842,0.638,0.888,0.655,0.944,0.229,-0.193,-1.577,0.012,-0.192,0.058,-0.175,0.114,-0.601,-1.023,0
AIT,8594,0.553,4.062,1.123,0.832,0.221,0.528,1.28,0.142,0.157,0.307,0.57,0.278,-0.332,-0.025,0.727,-0.411,-0.396,0
AIV,6803,0.0,4.971,0.622,0.152,0.0,0.0,0.278,0.63,0.458,-1.136,0.622,0.152,0.0,0.0,0.278,0.63,0.458,0
AIZ,8867,0.38,3.327,0.735,0.584,0.277,0.276,0.66,0.329,0.572,-0.581,0.355,0.204,-0.103,-0.104,0.28,-0.051,0.192,0
AJG,8867,0.53,3.324,0.367,0.771,0.739,0.621,0.663,0.319,0.326,-1.499,-0.164,0.24,0.209,0.091,0.132,-0.212,-0.204,0
AKAM,8867,0.153,5.434,0.343,0.196,0.249,0.062,-0.085,0.498,-0.557,-2.105,0.19,0.044,0.097,-0.091,-0.238,0.346,-0.709,0
AKR,8433,0.099,3.863,1.114,0.323,-0.15,-0.053,0.761,0.162,-0.145,-1.309,1.015,0.224,-0.249,-0.152,0.662,0.063,-0.244,0
ALAB,4102,1.022,12.714,1.159,0.802,0.065,0.212,2.072,-0.731,-2.358,-2.227,0.137,-0.22,-0.957,-0.81,1.05,-1.753,-3.38,1
ALB,8867,-0.029,7.568,-0.704,0.015,0.56,0.255,-0.437,0.128,-1.114,-2.237,-0.675,0.043,0.589,0.284,-0.409,0.156,-1.085,2
ALC,8867,0.15,3.851,-0.011,0.225,0.689,-0.103,-0.086,0.263,0.462,0.306,-0.161,0.074,0.539,-0.254,-0.237,0.113,0.312,0
ALG,5905,0.062,5.287,0.484,-0.35,0.225,-0.089,0.395,0.051,0.959,-3.197,0.421,-0.412,0.162,-0.151,0.333,-0.011,0.897,0
ALGM,8815,0.095,7.801,-1.079,0.433,0.507,0.101,0.239,-0.187,-0.743,-8.643,-1.174,0.338,0.412,0.007,0.145,-0.282,-0.837,2
ALGN,8867,-0.214,6.928,-0.259,-0.227,0.173,0.044,-0.121,0.107,0.1,1.116,-0.046,-0.014,0.387,0.258,0.093,0.321,0.314,0
ALGT,8837,-0.254,7.541,-0.951,-0.362,-0.797,-0.228,-0.609,-1.192,0.932,-3.076,-0.697,-0.108,-0.543,0.026,-0.355,-0.939,1.185,2
ALHC,6805,-0.141,10.661,-0.808,-0.935,0.276,0.287,-0.747,-0.363,0.777,-8.576,-0.667,-0.794,0.417,0.428,-0.606,-0.222,0.918,3
ALIT,8852,-0.353,8.322,-0.122,-0.053,-0.779,-0.368,-0.213,-0.924,-0.901,-4.308,0.231,0.3,-0.426,-0.015,0.14,-0.57,-0.548,1
ALK,8867,0.15,6.052,-0.375,-0.095,0.138,0.159,-0.53,0.233,-0.475,-0.975,-0.526,-0.246,-0.012,0.009,-0.68,0.083,-0.625,2
ALKS,8867,0.172,5.138,0.465,0.165,-0.021,0.113,0.404,-0.017,-0.285,-2.827,0.293,-0.007,-0.192,-0.059,0.232,-0.189,-0.457,0
ALKT,6522,0.051,7.942,0.113,0.28,1.042,-0.037,0.443,-0.65,0.197,-3.102,0.062,0.229,0.991,-0.088,0.392,-0.701,0.146,2
ALL,8867,0.149,3.497,0.303,0.176,0.562,0.106,0.228,0.455,-0.058,-1.028,0.153,0.026,0.413,-0.043,0.079,0.306,-0.208,0
ALLE,8867,0.038,3.743,0.324,0.21,-0.125,-0.029,0.669,-0.4,0.019,-1.906,0.286,0.172,-0.163,-0.067,0.63,-0.438,-0.02,0
ALLO,3462,-1.517,10.604,-0.828,-2.014,-1.913,-1.358,-0.751,-1.973,-2.819,-1.088,0.689,-0.498,-0.396,0.159,0.765,-0.457,-1.302,1
ALLY,8867,0.184,5.336,1.044,0.754,-0.134,-0.139,0.864,-0.784,-0.497,0.132,0.86,0.57,-0.318,-0.323,0.68,-0.968,-0.681,1
ALNY,8860,-0.024,7.38,0.509,-0.189,0.059,0.008,0.273,0.071,0.006,-3.077,0.533,-0.165,0.084,0.032,0.297,0.095,0.031,0
ALRM,8534,-0.205,4.43,0.175,-0.276,-0.067,0.036,-0.027,-0.459,-0.298,-1.457,0.38,-0.071,0.138,0.241,0.178,-0.254,-0.092,0
ALSN,8867,0.494,3.988,0.849,0.499,0.328,0.335,0.995,0.535,-0.254,-2.475,0.355,0.005,-0.166,-0.159,0.501,0.041,-0.748,0
ALT,5330,-0.589,14.143,1.061,-0.898,-1.992,-0.684,0.0,-1.064,-1.092,-5.975,1.65,-0.309,-1.403,-0.095,0.589,-0.475,-0.502,1
ALV,8867,0.424,4.32,0.754,0.664,0.431,0.117,0.592,0.091,0.107,-2.598,0.33,0.24,0.007,-0.308,0.168,-0.333,-0.318,0
AM,8867,0.41,3.717,1.242,0.476,0.339,0.254,0.942,0.273,-0.046,-0.771,0.832,0.066,-0.071,-0.156,0.532,-0.137,-0.456,0
AMAT,8867,0.702,6.125,0.451,1.338,0.634,0.4,1.015,0.618,1.03,0.0,-0.251,0.636,-0.068,-0.301,0.313,-0.084,0.329,0
AMBA,8867,0.311,8.958,0.081,0.354,0.31,-0.015,0.738,-0.429,-0.787,-1.897,-0.23,0.044,-0.0,-0.326,0.428,-0.739,-1.098,0
AMC,4745,-1.843,16.312,-2.976,-1.181,0.581,-1.29,-0.587,-1.959,-6.134,-0.209,-1.133,0.662,2.423,0.552,1.256,-0.117,-4.291,2
AMCR,8867,0.103,3.279,0.425,0.349,0.243,-0.242,0.692,0.0,0.485,-0.837,0.322,0.246,0.14,-0.345,0.589,-0.103,0.382,0
AMCX,6251,-1.02,9.713,-1.091,-1.042,-0.886,-1.274,-0.948,-0.193,-0.122,-10.344,-0.071,-0.022,0.134,-0.254,0.072,0.827,0.898,2
AMD,8867,0.481,7.823,-0.185,0.445,0.385,1.126,-0.188,1.348,-0.483,-3.003,-0.666,-0.036,-0.096,0.645,-0.669,0.867,-0.964,2
AME,8867,0.293,2.921,0.43,0.356,0.455,0.25,0.325,0.367,0.437,-0.795,0.137,0.064,0.163,-0.043,0.032,0.075,0.144,0
AMG,8849,0.451,4.462,0.24,0.789,0.849,0.284,0.44,-0.037,1.067,-1.536,-0.211,0.338,0.398,-0.167,-0.011,-0.488,0.616,0
AMGN,8867,0.102,3.359,0.257,-0.033,0.332,0.035,0.039,-0.107,-0.212,-0.459,0.155,-0.135,0.23,-0.067,-0.063,-0.209,-0.314,0
AMH,8867,0.08,3.083,0.451,0.077,0.083,-0.192,0.374,0.089,-0.028,-1.238,0.371,-0.002,0.003,-0.271,0.294,0.009,-0.107,0
AMKR,8865,0.419,7.846,0.918,0.616,-0.101,0.57,1.146,0.573,-0.355,-3.564,0.499,0.196,-0.52,0.151,0.726,0.154,-0.775,1
AMLX,5685,0.223,12.269,0.667,-0.265,0.57,0.108,-0.756,0.942,-0.988,-1.786,0.443,-0.488,0.346,-0.116,-0.979,0.718,-1.212,2
AMN,8855,-0.021,7.331,0.308,0.022,0.024,-0.255,-0.153,-0.152,-0.353,0.001,0.329,0.044,0.045,-0.234,-0.131,-0.131,-0.332,0
AMP,8867,0.538,3.848,0.495,0.554,0.455,0.063,0.515,0.291,0.44,-2.939,-0.043,0.016,-0.084,-0.475,-0.023,-0.247,-0.098,0
AMPH,7745,0.409,6.963,-0.119,0.852,0.689,0.573,0.564,1.108,0.388,0.043,-0.528,0.443,0.28,0.164,0.155,0.699,-0.021,0
AMPL,6642,-0.473,10.149,1.405,-0.759,-0.254,0.0,1.417,0.92,-1.478,-5.549,1.879,-0.286,0.219,0.473,1.89,1.393,-1.005,1
AMR,8774,0.381,8.679,-0.091,-0.2,0.381,0.743,-0.648,0.9,0.493,-5.511,-0.472,-0.582,-0.0,0.362,-1.029,0.518,0.111,2
AMRC,8449,-0.361,10.439,-1.318,-0.557,-1.003,-0.362,-0.574,0.735,-2.053,0.022,-0.957,-0.196,-0.642,-0.0,-0.212,1.097,-1.691,2
AMRX,4536,1.049,5.513,1.455,1.3,1.053,0.872,1.415,-0.384,0.233,1.124,0.406,0.251,0.003,-0.177,0.365,-1.433,-0.816,0
AMSC,5245,0.853,13.526,-2.846,0.614,2.014,2.093,-0.657,0.61,0.887,-7.725,-3.699,-0.239,1.161,1.239,-1.51,-0.244,0.033,3
AMSF,3632,-0.727,5.471,-0.015,-0.298,-0.399,-0.556,0.082,-1.246,-1.93,-5.07,0.712,0.429,0.329,0.171,0.809,-0.518,-1.203,1
AMT,8867,-0.198,3.894,-0.066,-0.176,0.18,-0.329,-0.235,-0.51,-0.702,-0.815,0.131,0.021,0.378,-0.131,-0.037,-0.313,-0.505,0
AMTM,3177,-0.172,7.082,0.983,-0.613,-0.172,-0.359,-0.481,-1.23,1.884,-1.892,1.155,-0.441,0.0,-0.187,-0.308,-1.058,2.056,0
AMWD,6221,-0.439,6.963,-1.294,-0.064,-0.073,-0.129,-0.006,-1.339,-1.939,-10.502,-0.855,0.376,0.366,0.31,0.434,-0.899,-1.5,2
AMZN,8867,0.304,5.003,0.318,0.487,0.338,0.293,0.502,0.529,0.054,-2.271,0.014,0.183,0.034,-0.011,0.198,0.225,-0.25,0
AN,8866,0.358,4.715,0.824,0.596,0.129,0.373,0.831,0.423,-0.175,-1.477,0.467,0.238,-0.229,0.016,0.473,0.065,-0.533,0
ANAB,5930,0.77,11.411,2.053,1.015,0.593,0.961,2.745,0.0,0.684,-5.024,1.283,0.245,-0.178,0.19,1.975,-0.77,-0.086,1
ANDE,7129,0.61,6.011,1.515,0.728,0.312,0.616,1.94,0.339,-0.189,-2.99,0.905,0.118,-0.298,0.006,1.33,-0.272,-0.8,1
ANET,8867,0.879,6.564,1.331,0.992,0.665,1.157,0.6,0.427,1.327,-0.132,0.452,0.113,-0.214,0.279,-0.278,-0.452,0.448,0
ANF,8867,0.734,8.429,-0.452,0.213,1.284,0.769,-0.49,0.63,1.428,-2.661,-1.186,-0.521,0.55,0.035,-1.224,-0.104,0.694,2
ANGI,4911,-1.732,12.492,-0.782,-1.223,-1.702,-1.428,0.233,-3.455,-2.143,-3.619,0.95,0.509,0.03,0.304,1.965,-1.723,-0.411,1
ANGO,4203,-0.097,10.41,0.728,-0.523,0.189,0.22,1.293,-1.713,-0.171,-2.556,0.824,-0.427,0.285,0.316,1.39,-1.616,-0.075,1
ANIP,5811,0.452,8.089,1.351,0.565,0.356,0.9,0.0,0.191,-0.222,0.191,0.899,0.113,-0.097,0.448,-0.452,-0.262,-0.674,0
AON,8867,0.406,3.198,-0.085,0.594,0.738,0.513,0.279,0.09,0.747,-0.608,-0.491,0.188,0.331,0.107,-0.127,-0.316,0.341,0
AORT,4161,0.626,9.175,1.53,0.15,0.689,0.316,0.507,1.066,0.471,-4.04,0.904,-0.477,0.063,-0.311,-0.12,0.44,-0.156,0
AOS,8867,0.035,3.74,0.068,-0.103,0.158,-0.087,0.129,0.499,0.766,-2.289,0.034,-0.138,0.123,-0.122,0.094,0.464,0.731,0
AOSL,6665,0.578,11.117,-0.187,0.757,1.093,1.127,-1.59,0.539,0.075,-3.513,-0.765,0.179,0.514,0.549,-2.168,-0.039,-0.504,2
APA,8867,0.616,6.784,0.806,0.907,0.537,0.752,0.941,0.26,0.197,-0.487,0.19,0.292,-0.078,0.136,0.326,-0.355,-0.418,0
APAM,8828,-0.065,4.505,0.2,-0.122,-0.102,-0.262,0.152,-0.262,-0.351,-2.147,0.265,-0.057,-0.037,-0.197,0.217,-0.197,-0.286,0
APD,8867,0.097,3.73,0.283,-0.149,-0.049,0.127,0.588,0.388,0.829,-2.56,0.185,-0.246,-0.147,0.03,0.491,0.291,0.732,0
APG,8836,0.534,4.417,0.523,0.962,0.213,0.098,0.754,0.298,-0.23,-0.305,-0.011,0.429,-0.321,-0.436,0.22,-0.235,-0.764,0
APGE,4838,0.724,11.07,-0.43,1.187,0.915,0.623,1.818,0.8,0.398,1.141,-1.153,0.463,0.191,-0.101,1.094,0.076,-0.326,0
APH,8867,0.693,4.146,0.881,0.668,0.488,0.558,0.748,0.407,1.105,0.016,0.189,-0.025,-0.205,-0.135,0.055,-0.285,0.413,0
APLD,4412,1.005,15.53,1.905,0.651,1.465,-0.687,1.83,3.971,2.371,-5.647,0.9,-0.354,0.46,-1.692,0.825,2.966,1.366,1
APLE,8866,0.0,3.619,0.643,0.0,-0.249,0.0,0.641,-0.21,0.122,-2.658,0.643,0.0,-0.249,0.0,0.641,-0.21,0.122,0
APO,8867,0.401,5.157,0.983,0.578,0.168,0.199,0.684,0.143,0.768,-3.016,0.581,0.177,-0.233,-0.202,0.282,-0.258,0.367,0
APOG,5610,0.358,6.393,0.565,0.135,0.866,0.956,0.297,-0.261,-0.358,-3.093,0.207,-0.223,0.508,0.598,-0.061,-0.619,-0.716,2
APP,8867,0.802,10.998,0.256,0.518,1.425,0.594,-0.477,1.744,0.638,-6.99,-0.546,-0.283,0.624,-0.208,-1.279,0.942,-0.164,2
APPF,8413,0.155,5.874,-0.317,-0.242,0.217,-0.313,-0.661,-0.103,0.363,-0.59,-0.472,-0.396,0.063,-0.467,-0.816,-0.258,0.208,2
APPN,8762,-0.561,8.281,0.864,-0.899,-1.733,-0.78,-0.687,-0.331,-1.104,-1.389,1.426,-0.337,-1.172,-0.218,-0.126,0.231,-0.543,1
APPS,5581,-1.005,12.633,-2.239,-1.396,-1.625,-0.391,-2.391,-1.447,-3.413,-5.245,-1.233,-0.39,-0.62,0.614,-1.386,-0.441,-2.408,3
APTV,8867,-0.195,5.788,-0.515,-0.217,-0.353,0.182,-0.681,-0.023,-0.546,-5.384,-0.32,-0.022,-0.158,0.377,-0.486,0.172,-0.351,2
AQN,8173,0.0,4.359,-0.373,0.183,0.069,-0.148,-0.422,0.289,-0.834,-3.047,-0.373,0.183,0.069,-0.148,-0.422,0.289,-0.834,2
AR,8867,0.67,6.843,1.259,0.324,-0.163,0.49,1.651,0.189,0.777,-2.292,0.589,-0.345,-0.833,-0.18,0.982,-0.481,0.108,1
ARCB,8842,0.088,7.013,0.843,0.495,0.0,-0.334,1.26,0.582,-0.058,-3.002,0.756,0.407,-0.088,-0.421,1.172,0.494,-0.146,1
ARCC,8867,0.301,2.675,0.351,0.415,0.368,0.358,0.573,0.334,0.343,-1.963,0.05,0.114,0.068,0.057,0.272,0.033,0.043,0
ARCO,7187,0.0,5.35,0.581,0.239,-0.341,-0.651,-0.11,-0.766,0.538,-1.814,0.581,0.239,-0.341,-0.651,-0.11,-0.766,0.538,0
ARCT,7109,-0.92,14.009,-2.247,-0.282,-0.203,-1.756,-0.304,-3.609,1.622,-6.558,-1.327,0.638,0.717,-0.836,0.616,-2.689,2.542,2
ARDX,3960,-0.69,9.824,0.0,-0.804,-0.171,-1.186,-0.789,0.378,0.164,-1.004,0.69,-0.114,0.518,-0.496,-0.099,1.067,0.853,2
ARE,8867,-0.134,4.822,-0.441,-0.182,-0.307,0.013,-0.671,-0.042,-0.669,-1.197,-0.307,-0.048,-0.173,0.146,-0.537,0.092,-0.536,0
ARES,8867,0.575,5.295,0.514,0.814,0.431,0.867,0.768,0.311,0.543,-2.367,-0.061,0.239,-0.144,0.292,0.193,-0.264,-0.032,0
