delta,planted,rep,band,theta_hat,truth,known_location_accept,planted_rank,rank_le_3,rank_le_5,search_promoted,final_accept,rank_of_max_true,regret,selected,n_promoted
1.5,adx3,4,0.25577457500645,1.414253495273735,1.5,True,1,True,True,True,True,1,0.0,adx3,5
1.5,¬sig_lead_in_lag,3,0.42337054788733647,1.5447780260165553,1.5,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,3
1.5,rsi35-50&rs,4,0.5045165596691362,1.5149617229474224,1.5,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
1.5,sig_conso+sig_lead_in_lag,3,0.38421986767056976,1.4446613069389056,1.4999999999999998,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
1.5,adx2&rs,0,0.5195651052884508,1.7040541488535632,1.5,True,1,True,True,True,True,1,0.0,adx2&rs,2
1.5,sig_lead_in_lag,0,0.5124290066272704,1.6159767685548951,1.5,True,1,True,True,True,True,1,0.0,sig_lead_in_lag,5
1.5,sig_conso+sig_lead_in_lag,4,0.5306198799622923,1.6327850001007598,1.4999999999999998,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
1.5,sig_conso+sig_lead_in_lag+sig_h1_dr,2,0.2598946668158192,1.3531130645093348,1.5,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag+sig_h1_dr,5
1.5,¬sig_conso,0,0.47912849409259295,1.537798505680273,1.5,True,1,True,True,True,True,1,0.0,¬sig_conso,2
1.5,adx0,0,0.49836666773815846,1.5000374339836564,1.5000000000000002,True,1,True,True,True,True,1,0.0,adx0,1
1.5,adx1,2,0.42286173652248604,1.6313450293582756,1.4999999999999998,True,1,True,True,True,True,1,0.0,adx1,3
1.5,¬sig_lead_in_lag,0,0.3180817940667312,1.4002623981652074,1.5,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,2
1.5,¬sig_conso,1,0.3857440917879649,1.3794622823168652,1.5000000000000002,True,1,True,True,True,True,1,0.0,¬sig_conso,3
1.5,¬sig_lead_in_lag,1,0.3609760924194099,1.3414050631949386,1.5,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,3
1.5,adx1,3,0.29349690669840056,1.5041511317825231,1.5000000000000002,True,1,True,True,True,True,1,0.0,adx1,3
1.5,rsi35-50,1,0.3070286214138416,1.4214172919235875,1.5000000000000002,True,1,True,True,True,True,1,0.0,rsi35-50,3
1.5,rsi<35,2,0.2893211742195047,1.4693067679824585,1.5,True,1,True,True,True,True,1,0.0,rsi<35,3
1.5,¬sig_rs_intact,3,0.6461098246962691,1.590174223248715,1.4999999999999998,True,1,True,True,True,True,1,0.0,¬sig_rs_intact,3
1.5,adx0,3,0.21695901424713482,1.5151139979180153,1.5,True,1,True,True,True,True,1,0.0,adx0,1
1.5,¬sig_h1_dr,1,0.38639436051743187,1.477411132327528,1.5,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,2
1.5,rsi50-65,0,0.39572761913508603,1.449480774955632,1.5,True,1,True,True,True,True,1,0.0,rsi50-65,3
1.5,¬sig_lead_in_lag,2,0.3754288042016769,1.5504822088284682,1.5000000000000004,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,3
1.5,rsi>=65,4,0.7121279392248762,1.4934514012650284,1.5,True,1,True,True,True,True,1,0.0,rsi>=65,1
1.5,sig_conso,1,0.4519053731637624,1.6052367026134633,1.5000000000000002,True,1,True,True,True,True,1,0.0,sig_conso,5
1.5,sig_h1_dr,3,0.3648486191191098,1.403697301547235,1.5,True,1,True,True,True,True,1,0.0,sig_h1_dr,5
1.5,rsi35-50&conso,1,0.4126064972518546,1.5453419370133714,1.5000000000000002,True,1,True,True,True,True,1,0.0,rsi35-50&conso,5
1.5,adx2,1,0.45410198944021224,1.485119424188185,1.5000000000000002,True,1,True,True,True,True,1,0.0,adx2,4
1.5,¬sig_conso,4,0.5090417183292111,1.4870405839319183,1.4999999999999998,True,1,True,True,True,True,1,0.0,¬sig_conso,2
1.5,¬sig_lead_in_lag,4,0.7330411290011986,1.3355473676256395,1.5,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,1
1.5,sig_conso+sig_h1_dr,4,0.5241337202666281,1.5284681959112196,1.5,True,1,True,True,True,True,1,0.0,sig_conso+sig_h1_dr,5
1.5,rsi35-50&conso,0,0.3605096230480295,1.509677860605229,1.5000000000000002,True,1,True,True,True,True,1,0.0,rsi35-50&conso,5
1.5,sig_rs_intact,2,0.4361893640935595,1.5577589456692702,1.5000000000000002,True,1,True,True,True,True,1,0.0,sig_rs_intact,5
1.5,adx3&rs,3,0.3135015823926848,1.4171022084567788,1.5,True,1,True,True,True,True,1,0.0,adx3&rs,5
1.5,rsi35-50,4,0.5496529360866262,1.5166638291653785,1.5,True,1,True,True,True,True,1,0.0,rsi35-50,3
1.5,sig_conso+sig_lead_in_lag,0,0.48995944222094584,1.568536973637489,1.5,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
1.5,sig_lead_in_lag+sig_h1_dr,4,0.5616528480541553,1.6533756808121418,1.4999999999999998,True,1,True,True,True,True,1,0.0,sig_lead_in_lag+sig_h1_dr,5
1.5,rsi35-50,3,0.29380492013383064,1.5086715899899008,1.4999999999999998,True,1,True,True,True,True,1,0.0,rsi35-50,3
1.5,¬sig_h1_dr,4,0.7415255263029936,1.4663702664215519,1.5,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,1
1.5,¬sig_rs_intact,0,0.26305429952385845,1.3741858186696652,1.5,True,1,True,True,True,True,1,0.0,¬sig_rs_intact,4
1.5,adx2&rs,4,0.584239131496593,1.622417026287251,1.5000000000000002,True,1,True,True,True,True,1,0.0,adx2&rs,2
1.5,rsi35-50&rs,2,0.41576831220572213,1.669451155385041,1.5000000000000002,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
1.5,sig_rs_intact+sig_conso,3,0.3462672790593514,1.3766359503541306,1.5,True,1,True,True,True,True,1,0.0,sig_rs_intact+sig_conso,5
1.5,adx1&rs,2,0.39820942307658613,1.6823490755282235,1.5,True,1,True,True,True,True,1,0.0,adx1&rs,4
1.5,¬sig_h1_dr,0,0.29524120933627124,1.317807509482248,1.5000000000000002,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,3
1.5,rsi35-50,2,0.3214996626244635,1.5693810881398307,1.5000000000000002,True,1,True,True,True,True,1,0.0,rsi35-50,3
1.5,sig_rs_intact+sig_conso,4,0.404824044074515,1.4810191327912208,1.5,True,1,True,True,True,True,1,0.0,sig_rs_intact+sig_conso,5
1.5,rsi35-50&rs,0,0.4464792270453899,1.5604956945382582,1.5,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
3.0,rsi<35&rs,4,0.6239134150398209,3.1589725128899593,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi<35&rs,2
3.0,adx-1,0,1.9756750896115358,2.8389017667351175,3.0,True,1,True,True,True,True,1,0.0,adx-1,1
3.0,adx0,2,0.3632743962166987,2.9955203499208434,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx0,1
3.0,adx-1,1,2.4019347040315715,3.176739342359561,3.0,True,1,True,True,True,True,1,0.0,adx-1,1
3.0,adx1,0,0.5316347336916347,2.947043564165947,3.0,True,1,True,True,True,True,1,0.0,adx1,3
3.0,adx2&rs,1,0.6399188636535288,3.1224004739014317,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx2&rs,2
3.0,sig_conso,4,0.7887784426702076,3.01622863664839,3.0,True,1,True,True,True,True,1,0.0,sig_conso,5
3.0,adx1,2,0.6004510853264536,3.1313450293582754,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx1,3
3.0,rsi<35,2,0.4792793667185232,2.969306767982458,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi<35,5
3.0,adx2&rs,0,0.7461955547864639,3.2040541488535625,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx2&rs,2
3.0,sig_conso+sig_lead_in_lag,4,0.698331720196117,3.13278500010076,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
3.0,rsi35-50,4,0.5370949148590051,3.0166638291653785,3.0,True,1,True,True,True,True,1,0.0,rsi35-50,3
3.0,¬sig_h1_dr,0,0.4018068615581229,2.8178075094822477,3.0,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,3
3.0,¬sig_conso,4,0.6684565198261156,2.9870405839319183,3.0,True,1,True,True,True,True,1,0.0,¬sig_conso,3
3.0,adx0,3,0.3593819589126286,3.0151139979180153,3.0,True,1,True,True,True,True,1,0.0,adx0,1
3.0,adx2,0,0.7322682649658961,3.079986015303496,3.0,True,1,True,True,True,True,1,0.0,adx2,3
3.0,rsi<35&conso,2,0.6878285122350546,3.0254434719874137,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi<35&conso,2
3.0,sig_rs_intact+sig_conso,3,0.6314973189444023,2.8766359503541303,2.9999999999999996,True,1,True,True,True,True,1,0.0,sig_rs_intact+sig_conso,5
3.0,adx2,1,0.6855215531094709,2.9851194241881855,3.000000000000001,True,1,True,True,True,True,1,0.0,adx2,3
3.0,sig_lead_in_lag,2,0.5597954649682286,2.9490916257234963,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_lead_in_lag,5
3.0,adx1&rs,1,0.6198917129509032,3.0853150984029942,3.0,True,1,True,True,True,True,1,0.0,adx1&rs,4
3.0,adx2&rs,3,0.6646871612822486,3.135356779326811,3.0,True,1,True,True,True,True,1,0.0,adx2&rs,3
3.0,¬sig_lead_in_lag,2,0.5924232263103142,3.050482208828468,3.0000000000000004,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,3
3.0,rsi35-50&rs,4,0.658244090446296,3.0149617229474224,3.0,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
3.0,adx1&rs,2,0.6395432466324995,3.1823490755282235,3.0,True,1,True,True,True,True,1,0.0,adx1&rs,4
3.0,adx2,3,0.674261013369742,3.0743252959731713,3.0,True,1,True,True,True,True,1,0.0,adx2,3
3.0,sig_rs_intact+sig_conso,0,0.6985410575677232,2.983760662053594,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_rs_intact+sig_conso,5
3.0,rsi50-65,2,0.5813383270793914,2.9708296057740773,3.0,True,1,True,True,True,True,1,0.0,rsi50-65,3
3.0,sig_rs_intact,3,0.7043101738248679,2.934231178398818,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_rs_intact,5
3.0,rsi<35&conso,3,0.6913500442929801,3.101902896399442,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi<35&conso,2
3.0,adx3&rs,1,0.5930930966255292,2.977957920669425,3.0,True,1,True,True,True,True,1,0.0,adx3&rs,5
3.0,sig_conso+sig_h1_dr,0,0.736448168597593,3.1364000057366073,2.9999999999999996,True,1,True,True,True,True,1,0.0,sig_conso+sig_h1_dr,5
3.0,sig_rs_intact+sig_conso,2,0.6741867885715479,2.997484958502749,3.0,True,1,True,True,True,True,1,0.0,sig_rs_intact+sig_conso,5
3.0,adx0,4,0.297789377609528,2.923335377609117,3.0,True,1,True,True,True,True,1,0.0,adx0,1
3.0,¬sig_rs_intact,1,0.8874298336388681,2.9499436027374286,2.9999999999999996,True,1,True,True,True,True,1,0.0,¬sig_rs_intact,4
3.0,rsi50-65&rs,0,0.6833429998577145,2.9615851149318306,3.0,True,1,True,True,True,True,1,0.0,rsi50-65&rs,5
3.0,¬sig_h1_dr,4,0.8559695494935478,2.966370266421552,3.0,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,3
3.0,sig_rs_intact,0,0.7971960985253383,3.0331992007528985,2.9999999999999996,True,1,True,True,True,True,1,0.0,sig_rs_intact,5
3.0,sig_conso+sig_lead_in_lag+sig_h1_dr,0,0.6567839823585994,3.019028574833634,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag+sig_h1_dr,5
3.0,rsi<35&rs,0,0.8667483515155459,3.3796708730275045,3.0,True,1,True,True,True,True,1,0.0,rsi<35&rs,1
3.0,rsi>=65,2,0.5596782228566388,3.0592210392055197,3.0,True,1,True,True,True,True,1,0.0,rsi>=65,3
3.0,sig_rs_intact,4,0.699940778999245,3.0105120443734097,3.0,True,1,True,True,True,True,1,0.0,sig_rs_intact,5
3.0,adx3&rs,2,0.565584613568367,2.9115223150998784,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx3&rs,5
3.0,sig_lead_in_lag+sig_h1_dr,4,0.6668199614823149,3.153375680812142,3.0,True,1,True,True,True,True,1,0.0,sig_lead_in_lag+sig_h1_dr,5
3.0,rsi>=65,0,0.49888054361936457,2.919931633960991,3.0,True,1,True,True,True,True,1,0.0,rsi>=65,3
3.0,rsi35-50,0,0.48221147032368983,3.0088644354436958,2.999999999999999,True,1,True,True,True,True,1,0.0,rsi35-50,4
3.0,adx3,2,0.5351751219104506,2.938817488861518,3.0000000000000004,True,1,True,True,True,True,1,0.0,adx3,5
3.0,rsi<35,0,0.634002234064875,3.0616656490682232,3.0,True,1,True,True,True,True,1,0.0,rsi<35,4
3.0,rsi<35&conso,0,0.6761000951515248,3.119319972198009,3.0,True,1,True,True,True,True,1,0.0,rsi<35&conso,3
3.0,sig_lead_in_lag+sig_h1_dr,3,0.6121442834890218,3.0328090029210895,3.0,True,1,True,True,True,True,1,0.0,sig_lead_in_lag+sig_h1_dr,5
3.0,¬sig_rs_intact,2,0.8425436871304935,2.9410138298338846,3.0,True,1,True,True,True,True,1,0.0,¬sig_rs_intact,4
3.0,sig_conso,2,0.6623824418247,3.0279187996381776,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_conso,5
3.0,adx0,0,0.47867457555827214,3.000037433983656,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx0,2
3.0,sig_conso+sig_h1_dr,3,0.5237397617615843,2.834995059737238,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_h1_dr,5
3.0,rsi50-65&conso,0,0.5372939241735336,2.961670111499615,2.999999999999999,True,1,True,True,True,True,1,0.0,rsi50-65&conso,4
3.0,rsi50-65&rs,2,0.7020861624559214,3.0143908297697974,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi50-65&rs,5
3.0,adx1&rs,4,0.5877958438266165,3.0934704288450274,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx1&rs,4
3.0,sig_conso+sig_h1_dr,4,0.6547107844726754,3.02846819591122,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_conso+sig_h1_dr,5
3.0,rsi>=65,3,0.487001664285821,2.9153582325525873,3.0,True,1,True,True,True,True,1,0.0,rsi>=65,3
3.0,rsi35-50&conso,4,0.5911058859811457,2.9993416938242894,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi35-50&conso,5
3.0,rsi50-65&conso,2,0.5601918458915034,2.96312510850284,3.0,True,1,True,True,True,True,1,0.0,rsi50-65&conso,4
3.0,rsi>=65,1,0.5591372934742943,3.1235471360382783,3.0,True,1,True,True,True,True,1,0.0,rsi>=65,3
3.0,sig_h1_dr,1,0.6636965225776948,3.013403326660457,3.0,True,1,True,True,True,True,1,0.0,sig_h1_dr,5
3.0,rsi50-65&conso,4,0.5421282041878347,3.0105152840842884,3.0,True,1,True,True,True,True,1,0.0,rsi50-65&conso,4
3.0,rsi35-50&rs,0,0.6812979404707576,3.0604956945382593,3.000000000000001,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
3.0,rsi<35&conso,4,0.753493180876513,3.042910875758396,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi<35&conso,3
3.0,¬sig_lead_in_lag,0,0.404039669550864,2.9002623981652076,3.0000000000000004,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,3
3.0,rsi<35&rs,3,0.5339870423241474,2.9528293780860375,3.0,True,1,True,True,True,True,1,0.0,rsi<35&rs,2
3.0,adx1&rs,0,0.4732665240739028,2.9079066922231913,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx1&rs,4
3.0,sig_conso+sig_lead_in_lag+sig_h1_dr,2,0.40843405526186316,2.853113064509335,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag+sig_h1_dr,5
3.0,sig_lead_in_lag,1,0.7103519632099781,3.117907909848283,3.0,True,1,True,True,True,True,1,0.0,sig_lead_in_lag,5
3.0,adx1,1,0.5859725105085625,3.129047566704163,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx1,3
3.0,rsi>=65,4,0.7876553691601802,2.993451401265028,3.0,True,1,True,True,True,True,1,0.0,rsi>=65,3
3.0,sig_lead_in_lag,0,0.749372380430615,3.1159767685548956,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_lead_in_lag,5
3.0,¬sig_conso,1,0.5414014742695327,2.879462282316865,3.0,True,1,True,True,True,True,1,0.0,¬sig_conso,5
3.0,adx3,0,0.5562748554880931,2.9818698854415087,3.0,True,1,True,True,True,True,1,0.0,adx3,5
3.0,sig_rs_intact+sig_conso,4,0.661924915638591,2.9810191327912205,2.9999999999999996,True,1,True,True,True,True,1,0.0,sig_rs_intact+sig_conso,5
3.0,adx-1,3,2.426564283887251,3.300423637370229,3.0000000000000004,True,1,True,True,True,True,1,0.0,adx-1,1
3.0,sig_conso+sig_lead_in_lag,1,0.6915256757863275,3.129466243671141,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
3.0,sig_conso+sig_lead_in_lag+sig_h1_dr,3,0.5177266708821059,2.9698674165396595,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag+sig_h1_dr,5
3.0,rsi50-65&conso,1,0.4832952750168729,2.9502243811981894,3.0,True,1,True,True,True,True,1,0.0,rsi50-65&conso,5
3.0,sig_rs_intact,2,0.7537822114384871,3.0577589456692698,3.0,True,1,True,True,True,True,1,0.0,sig_rs_intact,5
3.0,adx3&rs,4,0.535308892309397,2.9509843319419007,3.0,True,1,True,True,True,True,1,0.0,adx3&rs,5
3.0,rsi<35,4,0.632283176998902,2.982374363975305,3.0,True,1,True,True,True,True,1,0.0,rsi<35,4
3.0,rsi35-50&conso,0,0.6222164567729642,3.009677860605229,3.0,True,1,True,True,True,True,1,0.0,rsi35-50&conso,5
3.0,rsi35-50&rs,3,0.6075954662883014,2.9121793280863533,3.0,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
3.0,adx-1,2,2.359863423358487,3.16679650883455,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx-1,1
3.0,adx-1,4,2.63799925548436,3.492695537629997,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx-1,1
3.0,adx1&rs,3,0.47206286937168007,2.969858153879877,3.0,True,1,True,True,True,True,1,0.0,adx1&rs,4
3.0,sig_h1_dr,2,0.6687725941034466,3.0890716254731787,3.0,True,1,True,True,True,True,1,0.0,sig_h1_dr,5
3.0,rsi35-50&conso,2,0.6547691788739279,3.066698620677548,3.0,True,1,True,True,True,True,1,0.0,rsi35-50&conso,5
3.0,sig_lead_in_lag,3,0.6813554025409706,2.966878684189169,3.0,True,1,True,True,True,True,1,0.0,sig_lead_in_lag,5
3.0,sig_lead_in_lag,4,0.7556947094683683,3.1448427377317723,3.0,True,1,True,True,True,True,1,0.0,sig_lead_in_lag,5
3.0,adx2&rs,4,0.7168265579839942,3.122417026287251,3.0,True,1,True,True,True,True,1,0.0,adx2&rs,2
3.0,¬sig_h1_dr,2,0.5067777976745966,2.916590267317184,3.0,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,3
3.0,¬sig_rs_intact,4,1.2179016846570683,2.952941231164712,3.0,True,1,True,True,True,True,1,0.0,¬sig_rs_intact,4
3.0,rsi<35&rs,2,0.544975028625182,2.9038550083700834,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi<35&rs,2
3.0,¬sig_h1_dr,1,0.5409433808121259,2.9774111323275285,3.0000000000000004,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,3
3.0,sig_conso+sig_h1_dr,2,0.6158380776037216,3.0632083038678797,2.9999999999999996,True,1,True,True,True,True,1,0.0,sig_conso+sig_h1_dr,5
3.0,rsi50-65,3,0.5986450178388121,3.008781906789477,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi50-65,3
3.0,sig_conso,1,0.7178900025695445,3.105236702613463,3.0,True,1,True,True,True,True,1,0.0,sig_conso,5
3.0,adx1,3,0.48262061237617854,3.004151131782523,3.0,True,1,True,True,True,True,1,0.0,adx1,3
3.0,rsi35-50&conso,1,0.6713129473971013,3.045341937013371,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi35-50&conso,5
3.0,adx3&rs,0,0.6698173555111553,3.088488365134949,3.0,True,1,True,True,True,True,1,0.0,adx3&rs,5
3.0,adx2&rs,2,0.5723084464360861,3.0687373998745024,3.0,True,1,True,True,True,True,1,0.0,adx2&rs,3
3.0,sig_lead_in_lag+sig_h1_dr,1,0.6131458877719892,3.0327333581463556,3.0000000000000004,True,2,True,True,True,True,2,0.05362993479153921,sig_conso+sig_lead_in_lag+sig_h1_dr,5
3.0,adx0,1,0.433244105545627,2.982949606675081,3.0,True,1,True,True,True,True,1,0.0,adx0,2
3.0,adx2,4,0.7101321080378918,3.0424009345867438,3.0,True,1,True,True,True,True,1,0.0,adx2,3
3.0,sig_lead_in_lag+sig_h1_dr,0,0.7010060268408962,3.156343807679695,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_lead_in_lag+sig_h1_dr,5
3.0,rsi<35&rs,1,0.8135814691017037,3.3636535758280472,3.0,True,1,True,True,True,True,1,0.0,rsi<35&rs,1
3.0,sig_conso,0,0.6232412898320285,2.9760802916509834,2.9999999999999996,True,1,True,True,True,True,1,0.0,sig_conso,5
3.0,adx1,4,0.576940697798044,3.1078460050384695,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx1,3
3.0,sig_conso+sig_lead_in_lag+sig_h1_dr,4,0.6687666520315565,3.1220633177003148,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag+sig_h1_dr,5
3.0,sig_conso+sig_h1_dr,1,0.6804083660623466,3.089594608633414,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_h1_dr,5
3.0,sig_rs_intact+sig_conso,1,0.7290025777830385,3.0768839490627005,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_rs_intact+sig_conso,5
3.0,rsi35-50,2,0.5536838441104573,3.0693810881398305,3.0,True,1,True,True,True,True,1,0.0,rsi35-50,3
3.0,rsi<35&conso,1,0.7967426769942865,3.2158379745503516,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi<35&conso,3
3.0,sig_rs_intact,1,0.7599563869194588,3.0553712141363283,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_rs_intact,5
3.0,rsi35-50,3,0.5285030021419435,3.0086715899899015,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi35-50,3
3.0,¬sig_rs_intact,3,0.951099603173801,3.0901742232487153,3.0,True,1,True,True,True,True,1,0.0,¬sig_rs_intact,4
3.0,sig_conso+sig_lead_in_lag,3,0.6125585816102399,2.944661306938906,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
3.0,sig_lead_in_lag+sig_h1_dr,2,0.48596445303479807,2.997133831712793,3.0,True,1,True,True,True,True,1,0.0,sig_lead_in_lag+sig_h1_dr,5
3.0,rsi50-65,1,0.5266090914359352,2.9672539556006865,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi50-65,3
3.0,sig_conso+sig_lead_in_lag,0,0.7161232853010528,3.0685369736374897,3.0000000000000004,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
3.0,¬sig_lead_in_lag,4,0.8639230300018295,2.8355473676256393,3.0,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,2
3.0,sig_h1_dr,0,0.7955299804115387,3.1793160564573113,2.9999999999999996,True,1,True,True,True,True,1,0.0,sig_h1_dr,5
3.0,sig_conso+sig_lead_in_lag+sig_h1_dr,1,0.631533266820813,3.1147969959656767,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag+sig_h1_dr,5
3.0,¬sig_conso,0,0.63318629431044,3.037798505680273,3.0000000000000004,True,1,True,True,True,True,1,0.0,¬sig_conso,3
3.0,rsi50-65&rs,4,0.6312651299298658,3.032608495591121,3.0,True,1,True,True,True,True,1,0.0,rsi50-65&rs,5
3.0,rsi50-65&rs,1,0.6656065244588001,3.009096783496872,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi50-65&rs,5
3.0,rsi50-65,4,0.5380674830356493,3.026886093638541,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi50-65,3
3.0,rsi<35,3,0.5263274048448359,2.9383507827744353,3.0,True,1,True,True,True,True,1,0.0,rsi<35,4
3.0,sig_conso,3,0.6294590847584447,3.02595543511709,3.0,True,1,True,True,True,True,1,0.0,sig_conso,5
3.0,rsi35-50&conso,3,0.6175603770211429,2.976554880237616,3.0,True,1,True,True,True,True,1,0.0,rsi35-50&conso,5
3.0,sig_h1_dr,4,0.7068499428843592,3.0440779775382834,3.0,True,1,True,True,True,True,1,0.0,sig_h1_dr,5
3.0,adx3&rs,3,0.6066042708782866,2.9171022084567784,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx3&rs,5
3.0,¬sig_rs_intact,0,0.5198575508646496,2.874185818669665,3.0,True,1,True,True,True,True,1,0.0,¬sig_rs_intact,3
3.0,rsi35-50,1,0.4648636290366234,2.921417291923587,3.0,True,1,True,True,True,True,1,0.0,rsi35-50,5
3.0,sig_h1_dr,3,0.5971660199196553,2.903697301547235,3.0,True,1,True,True,True,True,1,0.0,sig_h1_dr,5
3.0,rsi50-65,0,0.5368853325151459,2.949480774955632,3.0,True,1,True,True,True,True,1,0.0,rsi50-65,3
3.0,rsi50-65&rs,3,0.7042798908422438,3.002028122861916,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi50-65&rs,5
3.0,adx2,2,0.5931718347458399,2.963282531127396,3.0,True,1,True,True,True,True,1,0.0,adx2,4
3.0,sig_conso+sig_lead_in_lag,2,0.46067345154130335,2.8951785061096427,3.0,True,1,True,True,True,True,1,0.0,sig_conso+sig_lead_in_lag,5
3.0,¬sig_conso,2,0.6069972810450948,2.9760726025270836,3.0,True,1,True,True,True,True,1,0.0,¬sig_conso,5
3.0,adx3,3,0.5152647934709524,2.915666470811554,3.0,True,1,True,True,True,True,1,0.0,adx3,5
3.0,¬sig_conso,3,0.6549201882496865,2.9793678615657213,3.0,True,1,True,True,True,True,1,0.0,¬sig_conso,3
3.0,rsi50-65&conso,3,0.5868931593124799,3.0150118927759832,3.0000000000000004,True,1,True,True,True,True,1,0.0,rsi50-65&conso,4
3.0,¬sig_lead_in_lag,3,0.5564126058484702,3.0447780260165556,3.0000000000000004,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,3
3.0,rsi<35,1,0.6969356947436828,3.0620561954372394,2.9999999999999996,True,1,True,True,True,True,1,0.0,rsi<35,3
3.0,¬sig_h1_dr,3,0.5919843462915865,3.128224181957642,3.0000000000000004,True,1,True,True,True,True,1,0.0,¬sig_h1_dr,3
3.0,adx3,4,0.4862370555495957,2.9142534952737345,2.9999999999999996,True,1,True,True,True,True,1,0.0,adx3,5
3.0,¬sig_lead_in_lag,1,0.4786628192971351,2.8414050631949386,3.0,True,1,True,True,True,True,1,0.0,¬sig_lead_in_lag,3
3.0,rsi35-50&rs,1,0.6029868151605806,2.930316593858235,3.000000000000001,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
3.0,rsi35-50&rs,2,0.6938132439678949,3.169451155385041,3.0,True,1,True,True,True,True,1,0.0,rsi35-50&rs,5
